athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,punting_gross_avg_punt_yards,punting_long_punt,punting_net_avg_punt_yards,punting_punts,punting_punts_inside20,punting_punts_inside20pct,punting_punt_yards,punting_touchbacks,punting_touchback_pct
4696030,Josh,Green,Josh Green,Josh Green,218,73,P,41.96900177001953,53,38.34400177001953,32,12,37.5,1343,3,9.375
4696441,Cael,Loecher,Cael Loecher,Cael Loecher,202,77,P,10,10,10,1,1,100,10,0,0
4696689,Hugh,Robertson,Hugh Robertson,Hugh Robertson,225,74,P,42.66699981689453,66,39.5099983215332,51,17,33.33300018310547,2176,3,5.881999969482422
4696896,Juan,Velarde,Juan Velarde,Juan Velarde,200,70,P,39.03900146484375,56,39.03900146484375,51,13,25.489999771118164,1991,5,9.803999900817871
4696995,Connor,Stutz,Connor Stutz,Connor Stutz,209,74,P,41,53,41,10,6,60,410,0,0
4697496,Peter,Moore,Peter Moore,Peter Moore,197,73,P,43.24100112915039,62,40.516998291015625,58,17,29.309999465942383,2508,3,5.171999931335449
4697496,Peter,Moore,Peter Moore,Peter Moore,197,73,P,43.24100112915039,62,40.516998291015625,58,17,29.309999465942383,2508,3,5.171999931335449
4697496,Peter,Moore,Peter Moore,Peter Moore,197,73,P,43.24100112915039,62,40.516998291015625,58,17,29.309999465942383,2508,3,5.171999931335449
4698279,Conor,Hunt,Conor Hunt,Conor Hunt,188,71,P,39.625,64,35.75,48,7,14.583000183105469,1902,1,2.0829999446868896
4698279,Conor,Hunt,Conor Hunt,Conor Hunt,188,71,P,39.625,64,35.75,48,7,14.583000183105469,1902,1,2.0829999446868896
4705855,Mason,Fletcher,Mason Fletcher,Mason Fletcher,215,79,P,43,57,41.400001525878906,45,23,51.111000061035156,1935,0,0
4705856,John,McConnell,John McConnell,John McConnell,197,76,P,43.090999603271484,74,36.78200149536133,55,13,23.63599967956543,2370,3,5.454999923706055
4705858,Brenden,Segovia,Brenden Segovia,Brenden Segovia,216,74,P,37.7140007019043,50,36.856998443603516,7,5,71.42900085449219,264,0,0
4708844,Marshall,Nichols,Marshall Nichols,Marshall Nichols,210,73,P,46.70800018310547,60,41.6879997253418,48,16,33.33300018310547,2242,6,12.5
4708847,Mitchell,Tomasek,Mitchell Tomasek,Mitchell Tomasek,214,76,P,45.31100082397461,72,42.525001525878906,61,24,39.34400177001953,2764,3,4.918000221252441
4708849,Sebastien,Tasko,Sebastien Tasko,Sebastien Tasko,180,73,P,37.53499984741211,66,37.53499984741211,43,12,27.906999588012695,1614,2,4.651000022888184
4713157,Jack,Ansell,Jack Ansell,Jack Ansell,235,74,P,40.733001708984375,65,37.20000076293945,60,19,31.66699981689453,2444,6,10
4714090,Tom,Ellard,Tom Ellard,Tom Ellard,170,70,P,41,60,38.19599914550781,46,15,32.60900115966797,1886,1,2.1740000247955322
4749405,Sawyer,Evans,Sawyer Evans,Sawyer Evans,203,75,P,42.935001373291016,64,41.676998138427734,31,12,38.709999084472656,1331,1,3.2260000705718994
4749405,Sawyer,Evans,Sawyer Evans,Sawyer Evans,203,75,P,42.935001373291016,64,41.676998138427734,31,12,38.709999084472656,1331,1,3.2260000705718994
